Id_comercio,Fecha de creacion comercio,Fecha 1ra_transaccion,Categoria comercio,Sub Categoria comercio,Ciudad,cant_terminales,Monto ventas Acumulado,Monto ventas ultimo mes,meses_antiguedad_creacion_comercio,meses_antiguedad_transacciones,transacciones_6m,meses_activos,ultima_actividad,transacciones_ultimo_mes,transacciones_por_mes_activo,recencia,M_score,F_score,R_score,RFM_score,segmento_rfm
EIMRQ8EZ86,2021-03-23 14:35:00,2021-03-23 15:01:00,Alimentos y bebidas,Restaurante / Café,Tenjo,1,1100,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
EIPQ6LIED5,2021-03-25 12:18:00,2021-03-25 12:34:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,855000,258000,2,2.0,6,2,2021-05-01,5,3.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
EIVQHII7JA,2021-03-06 12:31:00,2021-03-06 12:51:00,Belleza y cuidado personal,Estilista independiente,Bogotá  D.C.,1,626000,178000,2,2.0,9,3,2021-05-01,3,3.0,0,2,3,5,3.3333333333333335,Estándar
EJ0R5MCDI8,2021-03-17 10:22:00,2021-03-17 10:37:00,Comercio detallista,Otro,Bogotá  D.C.,1,325850,102700,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,2,2,5,3.0,Nuevos o bajo desarrollo
EJC0246CXZ,2021-03-03 20:32:00,2021-03-03 20:40:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,907000,485000,2,2.0,9,3,2021-05-01,3,3.0,0,2,3,5,3.3333333333333335,Estándar
EJN3R7Z87Q,2021-03-16 14:36:00,2021-03-16 15:01:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,21410000,0,2,2.0,59,3,2021-05-01,24,19.666666666666668,0,5,5,5,5.0,Alto valor
EJRFMFCI3Z,2021-03-12 16:37:00,2021-03-12 16:43:00,Servicios,Otro,Medellín,1,12393000,1260000,2,2.0,132,3,2021-05-01,56,44.0,0,5,5,5,5.0,Alto valor
EK29CKNPSC,2021-03-25 12:41:00,2021-03-25 12:54:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,385800,53500,2,2.0,9,2,2021-04-01,0,4.5,1,2,3,4,3.0,Estándar
EK70J8MYI6,2021-03-10 15:43:00,2021-03-10 15:50:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
EKPA345T2O,2021-02-08 09:18:00,2021-02-08 09:29:00,Servicios,Tecnología y software,Bogotá  D.C.,1,9000,0,3,3.0,3,1,2021-02-01,0,3.0,3,1,1,2,1.3333333333333333,Baja actividad
ENH7YT22OF,2020-12-29 12:09:00,2021-02-13 10:54:00,Alimentos y bebidas,Repostería / Panadería,Cali,1,171000,0,5,3.0,4,1,2021-02-01,0,4.0,3,2,2,2,2.0,Baja actividad
ENIURKO2SF,2021-03-16 14:32:00,2021-03-16 15:01:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,4185200,580000,2,2.0,15,3,2021-05-01,4,5.0,0,4,4,5,4.333333333333333,Alto valor
EO61OWL74Y,2021-02-23 18:54:00,2021-02-23 19:12:00,Servicios,Contabilidad / Asesorías,Bogotá  D.C.,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
EO8WKWCXBQ,2021-03-13 14:11:00,2021-03-13 14:27:00,Turismo y entretenimiento,Entretenimiento,Bogotá  D.C.,1,3841650,1000000,2,2.0,9,3,2021-05-01,1,3.0,0,4,3,5,4.0,Estándar
EOIX8EJFSG,2021-03-03 11:34:00,2021-03-03 11:51:00,Servicios,Arquitectura e ingeniería,Chía,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
EOLG59EU54,2021-03-19 18:09:00,2021-03-19 18:21:00,Servicios,Tecnología y software,Bogotá  D.C.,1,1047500,283500,2,2.0,6,2,2021-05-01,4,3.0,0,3,2,5,3.3333333333333335,Estándar
EPKT0SKAJV,2021-03-13 16:54:00,2021-03-13 17:26:00,Comercio detallista,Otro,Funza,1,113000,0,2,2.0,3,2,2021-04-01,0,1.5,1,1,1,4,2.0,Nuevos o bajo desarrollo
EQ7XBC6430,2021-03-24 10:07:00,2021-03-24 10:21:00,Transporte,Servicio especial,Bogotá  D.C.,1,1002000,0,2,2.0,2,2,2021-04-01,0,1.0,1,3,1,4,2.6666666666666665,Estándar
EQAI0ZGKGY,2021-01-29 18:33:00,2021-01-29 18:42:00,Comercio detallista,Otro,Bogotá  D.C.,1,2000,0,4,4.0,1,1,2021-01-01,0,1.0,4,1,1,1,1.0,Baja actividad
EQT0X28MYE,2021-01-12 14:24:00,2021-01-12 14:37:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2349000,0,4,4.0,11,4,2021-04-01,0,2.75,1,3,3,4,3.3333333333333335,Estándar
EQZL0GKY30,2021-03-12 16:48:00,2021-03-12 16:59:00,Servicios,Otro,Medellín,1,5540000,2485000,2,2.0,40,3,2021-05-01,16,13.333333333333334,0,4,5,5,4.666666666666667,Alto valor
ERC5OB3SM1,2021-03-13 13:06:00,2021-03-13 14:02:00,Comercio detallista,Ropa / Accesorios,Barranquilla,1,7230040,838530,2,2.0,22,3,2021-05-01,8,7.333333333333333,0,5,4,5,4.666666666666667,Alto valor
ERLETO5YXC,2021-03-08 18:19:00,2021-03-08 18:26:00,Servicios,Tecnología y software,Bogotá  D.C.,1,5599900,815000,2,2.0,17,3,2021-05-01,4,5.666666666666667,0,4,4,5,4.333333333333333,Alto valor
ERVFJIP9LE,2021-03-18 11:12:00,2021-03-18 11:26:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1342000,0,2,2.0,21,3,2021-05-01,6,7.0,0,3,4,5,4.0,Estándar
ES9PBAUMP6,2021-02-03 11:11:00,2021-02-03 11:24:00,Servicios,Otro,Bogotá  D.C.,1,9897000,0,3,3.0,14,4,2021-05-01,1,3.5,0,5,3,5,4.333333333333333,Estándar
ESMO710S4U,2021-02-18 19:15:00,2021-02-18 19:28:00,Turismo y entretenimiento,Eventos / Festivales,Bogotá  D.C.,1,15933900,1891000,3,3.0,119,4,2021-05-01,78,29.75,0,5,5,5,5.0,Alto valor
ET84Z5TAEC,2021-03-06 10:27:00,2021-03-06 10:43:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,6848035,788320,2,2.0,28,3,2021-05-01,8,9.333333333333334,0,5,4,5,4.666666666666667,Alto valor
ETUR5HE65M,2020-12-22 16:59:00,2020-12-22 17:17:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,5047000,130000,5,5.0,41,6,2021-05-01,9,6.833333333333333,0,4,5,5,4.666666666666667,Alto valor
EUT5E1OHLO,2021-01-19 16:35:00,2021-01-19 16:57:00,Comercio detallista,Óptica,Bogotá  D.C.,1,20925000,6906000,4,4.0,43,5,2021-05-01,14,8.6,0,5,5,5,5.0,Alto valor
EUY3ZY9SDD,2021-03-11 16:30:00,2021-03-11 16:41:00,Servicios,Otro,Bogotá  D.C.,1,3674000,0,2,2.0,16,3,2021-05-01,3,5.333333333333333,0,4,4,5,4.333333333333333,Alto valor
EUZBP66XOY,2021-03-29 09:08:00,2021-03-29 09:21:00,Alimentos y bebidas,Bar / Club / Discoteca,Bogotá  D.C.,1,12543000,4792000,2,2.0,62,3,2021-05-01,51,20.666666666666668,0,5,5,5,5.0,Alto valor
EV8BCDZ4XB,2021-03-12 11:47:00,2021-03-12 11:53:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,1,2121950,215000,2,2.0,40,3,2021-05-01,15,13.333333333333334,0,3,5,5,4.333333333333333,Estándar
EV9MPTZRZP,2021-03-20 11:12:00,2021-03-20 11:26:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,19471200,2743500,2,2.0,24,3,2021-05-01,11,8.0,0,5,4,5,4.666666666666667,Alto valor
EVL22AHEJ8,2021-03-20 13:06:00,2021-03-20 13:16:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,2692060,320000,2,2.0,5,3,2021-05-01,3,1.6666666666666667,0,4,2,5,3.6666666666666665,Estándar
EVPEO560JW,2021-03-20 12:16:00,2021-03-20 12:31:00,Comercio detallista,Otro,Bogotá  D.C.,1,613800,120700,2,2.0,16,3,2021-05-01,6,5.333333333333333,0,2,4,5,3.6666666666666665,Estándar
EWI9LRZOJ7,2021-03-03 14:50:00,2021-03-03 15:02:00,Servicios,Otro,Bogotá  D.C.,1,1211437,54850,2,2.0,32,3,2021-05-01,14,10.666666666666666,0,3,5,5,4.333333333333333,Estándar
EXI9MPB2AO,2021-03-08 18:28:00,2021-03-08 18:56:00,Alimentos y bebidas,Bar / Club / Discoteca,Bogotá  D.C.,1,5143000,421200,2,2.0,78,3,2021-05-01,30,26.0,0,4,5,5,4.666666666666667,Alto valor
EXKC1F2FDP,2021-01-18 19:01:00,2021-01-18 19:10:00,Servicios,Tecnología y software,Bogotá  D.C.,1,9531140,5071040,4,4.0,21,5,2021-05-01,2,4.2,0,5,4,5,4.666666666666667,Alto valor
EYLFJ1A5MU,2021-03-09 15:49:00,2021-03-09 15:57:00,Servicios,Logística,Bogotá  D.C.,1,15212000,1400000,2,2.0,13,3,2021-05-01,5,4.333333333333333,0,5,3,5,4.333333333333333,Estándar
EZ3QMU7DP6,2021-03-20 16:20:00,2021-03-20 16:34:00,Servicios,Medicina / Odontología,Bogotá  D.C.,1,156500,0,2,2.0,2,2,2021-04-01,0,1.0,1,1,1,4,2.0,Nuevos o bajo desarrollo
F06G2GFZ41,2021-03-13 16:20:00,2021-03-13 16:37:00,Comercio detallista,Elementos del hogar,Sibaté,1,1517000,0,2,2.0,4,2,2021-05-01,2,2.0,0,3,2,5,3.3333333333333335,Estándar
F0NI65Y4E9,2021-03-19 11:30:00,2021-03-19 11:43:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,340700,76700,2,2.0,11,3,2021-05-01,6,3.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
F180MWIBAX,2021-02-24 13:02:00,2021-02-24 13:18:00,Transporte,Otro,Bogotá  D.C.,1,5900000,700000,3,3.0,22,4,2021-05-01,6,5.5,0,4,4,5,4.333333333333333,Alto valor
F1NDS5PTTS,2021-03-12 13:38:00,2021-03-12 13:57:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,2313600,0,2,2.0,10,3,2021-05-01,3,3.3333333333333335,0,3,3,5,3.6666666666666665,Estándar
F1OG1SHNHN,2020-08-26 18:48:00,2021-01-12 18:11:00,Alimentos y bebidas,Comida rápida,Bogotá  D.C.,1,1519500,28000,9,4.0,52,5,2021-05-01,14,10.4,0,3,5,5,4.333333333333333,Estándar
F2O1Q31H5P,2021-03-08 11:29:00,2021-03-08 11:38:00,Comercio detallista,Elementos del hogar,Bogotá  D.C.,1,13306800,1960600,2,2.0,15,3,2021-05-01,3,5.0,0,5,4,5,4.666666666666667,Alto valor
F37NI04ZVB,2021-03-23 16:49:00,2021-03-23 17:16:00,Comercio detallista,Ropa / Accesorios,La Calera,1,1877300,569000,2,2.0,24,3,2021-05-01,14,8.0,0,3,4,5,4.0,Estándar
F385BS9ICW,2021-03-16 16:11:00,2021-03-16 16:19:00,Educación,Talleres / Cursos / Capacitaciones,Bogotá  D.C.,1,175000,0,2,2.0,3,1,2021-03-01,0,3.0,2,2,1,3,2.0,Estándar
F3QOWHOWZV,2021-02-13 10:50:00,2021-02-13 11:15:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,381000,377000,3,3.0,2,2,2021-05-01,1,1.0,0,2,1,5,2.6666666666666665,Nuevos o bajo desarrollo
F4FXYY12LX,2021-03-30 12:53:00,2021-03-30 13:12:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,771000,56000,2,2.0,13,3,2021-05-01,8,4.333333333333333,0,2,3,5,3.3333333333333335,Estándar
F4LYF5IL1W,2021-03-06 18:00:00,2021-03-06 18:14:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,83900,0,2,2.0,2,2,2021-05-01,1,1.0,0,1,1,5,2.3333333333333335,Nuevos o bajo desarrollo
F4PXTZW2UP,2021-02-18 11:28:00,2021-02-18 11:39:00,Servicios,Otro,Bogotá  D.C.,1,2639050,1007000,3,3.0,23,4,2021-05-01,4,5.75,0,4,4,5,4.333333333333333,Alto valor
F4T1KKA9XN,2021-03-12 14:39:00,2021-03-12 14:50:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,381000,0,2,2.0,4,2,2021-04-01,0,2.0,1,2,2,4,2.6666666666666665,Nuevos o bajo desarrollo
F4U4CRZ2O8,2021-03-11 08:16:00,2021-03-11 08:41:00,Servicios,Arquitectura e ingeniería,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
F4YEAH3Z7Y,2021-03-10 13:33:00,2021-03-10 13:49:00,Servicios,Arquitectura e ingeniería,Bogotá  D.C.,1,7226000,0,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,5,2,5,4.0,Estándar
F4ZA8KP7VM,2021-03-26 16:19:00,2021-03-27 18:55:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
F5T78LFMR3,2021-03-29 09:50:00,,Alimentos y bebidas,Repostería / Panadería,Cali,1,0,0,2,,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
F6D1ZICKH9,2021-03-25 12:54:00,2021-03-25 13:06:00,Servicios,Tecnología y software,Soacha,1,2006000,0,2,2.0,6,2,2021-04-01,0,3.0,1,3,2,4,3.0,Estándar
F6ZTP77AIZ,2021-02-12 18:50:00,2021-02-12 19:08:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,20689500,2123000,3,3.0,49,4,2021-05-01,13,12.25,0,5,5,5,5.0,Alto valor
F722D6SR21,2021-03-17 12:48:00,2021-03-17 12:59:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,4585800,717500,2,2.0,63,3,2021-05-01,28,21.0,0,4,5,5,4.666666666666667,Alto valor
F73JX9NLVE,2021-03-24 11:00:00,2021-03-24 11:10:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,996184,189600,2,2.0,15,3,2021-05-01,6,5.0,0,3,4,5,4.0,Estándar
F75XA7QS7Q,2021-03-18 11:07:00,2021-03-27 20:38:00,Comercio detallista,Mascotas,Bogotá  D.C.,1,1428059,228225,2,2.0,5,2,2021-05-01,3,2.5,0,3,2,5,3.3333333333333335,Estándar
F7BQUP7JPW,2021-03-23 12:42:00,2021-03-23 13:01:00,Comercio detallista,Mascotas,Jamundí,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
F8AXC45AAH,2021-03-08 17:09:00,2021-03-08 17:21:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,6398000,350000,2,2.0,7,2,2021-05-01,3,3.5,0,5,2,5,4.0,Estándar
F8HAGY1M3T,2021-03-19 11:10:00,2021-03-19 11:18:00,Transporte,Servicio especial,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
F8NJCIP7PF,2021-03-08 15:20:00,2021-03-08 15:35:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
F9HY0SMQ0I,2021-03-23 10:56:00,2021-03-24 17:35:00,Comercio detallista,Elementos del hogar,Bogotá  D.C.,1,3135000,2150000,2,2.0,5,2,2021-05-01,1,2.5,0,4,2,5,3.6666666666666665,Estándar
F9XGNG0V1A,2021-03-12 09:48:00,2021-03-12 13:09:00,Alimentos y bebidas,Repostería / Panadería,Bogotá  D.C.,1,387303,0,2,2.0,15,3,2021-05-01,2,5.0,0,2,4,5,3.6666666666666665,Estándar
FANU36406L,2021-03-13 10:57:00,2021-03-13 11:10:00,Belleza y cuidado personal,Salón de belleza,Cali,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
FB52A0ZCDK,2021-03-16 13:19:00,2021-03-16 13:29:00,Comercio detallista,Óptica,Bogotá  D.C.,1,202000,0,2,2.0,2,2,2021-04-01,0,1.0,1,2,1,4,2.3333333333333335,Nuevos o bajo desarrollo
FBJ6IVKWXR,2021-02-12 11:56:00,2021-02-12 14:57:00,Belleza y cuidado personal,Centro de tatuajes,Bogotá  D.C.,1,3214000,100000,3,3.0,10,4,2021-05-01,3,2.5,0,4,3,5,4.0,Estándar
FBKB69PPPG,2021-03-10 17:14:00,2021-03-10 17:29:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,2448000,220000,2,2.0,11,1,2021-03-01,0,11.0,2,3,3,3,3.0,Estándar
FC0LHN3IWG,2021-03-19 12:49:00,2021-03-19 13:08:00,Comercio detallista,Óptica,Bogotá  D.C.,1,1554000,800000,2,2.0,4,2,2021-05-01,3,2.0,0,3,2,5,3.3333333333333335,Estándar
FCEG0KL3DY,2021-03-26 09:10:00,2021-03-26 09:25:00,Comercio detallista,Otro,Bogotá  D.C.,1,402600,0,2,2.0,5,2,2021-05-01,3,2.5,0,2,2,5,3.0,Nuevos o bajo desarrollo
FCQBDFURMJ,2021-01-25 18:36:00,2021-01-25 22:28:00,Reparación y limpieza,Otro,Bogotá  D.C.,1,2000,0,4,4.0,1,1,2021-01-01,0,1.0,4,1,1,1,1.0,Baja actividad
FCWYQHO7S6,2021-03-06 13:58:00,2021-03-06 14:12:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,296000,0,2,2.0,5,2,2021-05-01,3,2.5,0,2,2,5,3.0,Nuevos o bajo desarrollo
FD3GGEYJCJ,2021-03-08 15:16:00,2021-03-08 15:29:00,Servicios,Otro,Bogotá  D.C.,1,663100,576900,2,2.0,2,1,2021-03-01,0,2.0,2,2,1,3,2.0,Estándar
FEDDGXVFDK,2021-03-18 12:04:00,2021-03-18 13:00:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
FEQXJUHW78,2021-03-12 13:33:00,2021-03-12 13:47:00,Servicios,Tecnología y software,Bogotá  D.C.,1,3681400,0,2,2.0,5,2,2021-04-01,0,2.5,1,4,2,4,3.3333333333333335,Estándar
FFC1YIU3VQ,2021-03-05 08:51:00,2021-03-05 09:10:00,Alimentos y bebidas,Comida rápida,Cartagena de Indias,1,425900,96000,2,2.0,14,3,2021-05-01,1,4.666666666666667,0,2,3,5,3.3333333333333335,Estándar
FFKNO8PZK2,2021-03-16 11:26:00,2021-03-16 11:36:00,Servicios,Otro,Bogotá  D.C.,1,749000,0,2,2.0,4,2,2021-05-01,2,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
FFMOTDNZHP,2021-03-12 12:19:00,2021-03-12 12:30:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,1264050,0,2,2.0,6,2,2021-05-01,2,3.0,0,3,2,5,3.3333333333333335,Estándar
FFQAVJJGFD,2021-02-09 10:05:00,2021-02-09 10:37:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,2715000,0,3,3.0,19,4,2021-05-01,2,4.75,0,4,4,5,4.333333333333333,Alto valor
FG57OU2ZPC,2021-03-15 12:09:00,2021-03-15 12:26:00,Comercio detallista,Artesanías,Bogotá  D.C.,1,5058000,0,2,2.0,13,3,2021-05-01,2,4.333333333333333,0,4,3,5,4.0,Estándar
FGO2HO4L13,2021-03-30 12:51:00,2021-03-30 13:07:00,Comercio detallista,Elementos del hogar,Mosquera,1,2428500,388500,2,2.0,52,3,2021-05-01,29,17.333333333333332,0,3,5,5,4.333333333333333,Estándar
FGYA4UDUIC,2021-02-11 13:17:00,2021-02-12 17:31:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,10813400,0,3,3.0,13,4,2021-05-01,3,3.25,0,5,3,5,4.333333333333333,Estándar
FH6RBOL8YH,2021-03-12 10:47:00,2021-03-12 11:18:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1349000,0,2,2.0,7,2,2021-05-01,2,3.5,0,3,2,5,3.3333333333333335,Estándar
FI60BTVXQO,2021-03-19 11:55:00,2021-03-19 12:18:00,Comercio detallista,Libros / Papelería,Bogotá  D.C.,1,454400,77500,2,2.0,16,3,2021-05-01,6,5.333333333333333,0,2,4,5,3.6666666666666665,Estándar
FIFPQ97TZF,2021-03-26 12:34:00,2021-03-26 12:46:00,Servicios,Tecnología y software,Bogotá  D.C.,1,144100,0,2,2.0,2,2,2021-05-01,1,1.0,0,1,1,5,2.3333333333333335,Nuevos o bajo desarrollo
FIOD75I5A0,2021-02-26 14:41:00,2021-02-26 14:51:00,Servicios,Otro,Bogotá  D.C.,1,2532000,310000,3,3.0,10,4,2021-05-01,1,2.5,0,4,3,5,4.0,Estándar
FJC23764Z5,2021-03-23 14:01:00,2021-03-23 14:10:00,Alimentos y bebidas,Comida rápida,Mosquera,1,8667800,1250800,2,2.0,218,3,2021-05-01,127,72.66666666666667,0,5,5,5,5.0,Alto valor
FJHXXQGBT8,2021-03-09 11:25:00,2021-03-09 11:33:00,Comercio detallista,Óptica,Bogotá  D.C.,1,7232000,590000,2,2.0,26,3,2021-05-01,11,8.666666666666666,0,5,4,5,4.666666666666667,Alto valor
FJJ4XSRBMN,2021-03-08 14:39:00,2021-03-08 15:13:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,1,3633100,571500,2,2.0,45,3,2021-05-01,19,15.0,0,4,5,5,4.666666666666667,Alto valor
FJTLHFGLYG,2021-02-15 13:19:00,2021-02-15 20:05:00,Servicios,Veterinaria,Bogotá  D.C.,1,565325,0,3,3.0,4,1,2021-02-01,0,4.0,3,2,2,2,2.0,Baja actividad
FJUSIAAVPV,2021-03-19 15:37:00,2021-03-19 16:06:00,Belleza y cuidado personal,Centro de tatuajes,Chía,1,1423000,203000,2,2.0,11,3,2021-05-01,4,3.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
FJVYT26EK5,2021-02-17 09:41:00,2021-02-17 10:04:00,Servicios,Medicina / Odontología,Bogotá  D.C.,1,2582000,90000,3,3.0,8,4,2021-05-01,2,2.0,0,4,3,5,4.0,Estándar
FK3706XIAS,2021-03-12 12:23:00,2021-03-13 20:04:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,860770,12500,2,2.0,39,3,2021-05-01,5,13.0,0,2,5,5,4.0,Estándar
FK8ABUXXDQ,2021-02-01 17:35:00,2021-02-01 17:52:00,Servicios,Medicina / Odontología,Bogotá  D.C.,1,1514000,0,3,3.0,8,4,2021-05-01,2,2.0,0,3,3,5,3.6666666666666665,Estándar
FKFNRB72EI,2021-03-15 14:16:00,2021-03-15 14:26:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,5219100,541000,2,2.0,51,3,2021-05-01,29,17.0,0,4,5,5,4.666666666666667,Alto valor
FKQE85D0I7,2021-01-21 12:50:00,2021-01-21 13:05:00,Servicios,Carpintería,Bogotá  D.C.,1,7000,0,4,4.0,3,3,2021-05-01,1,1.0,0,1,1,5,2.3333333333333335,Nuevos o bajo desarrollo
FM2SKSM5B7,2021-03-26 11:27:00,2021-03-26 11:43:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2514000,0,2,2.0,4,1,2021-03-01,0,4.0,2,3,2,3,2.6666666666666665,Estándar
FNFUGKFNEQ,2021-03-08 11:42:00,2021-03-08 11:53:00,Servicios,Diseño / Fotografía,Bogotá  D.C.,1,357000,0,2,2.0,2,1,2021-03-01,0,2.0,2,2,1,3,2.0,Estándar
FO5T3MO1UN,2021-03-17 11:35:00,2021-03-17 11:43:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,3571000,1032000,2,2.0,35,3,2021-05-01,15,11.666666666666666,0,4,5,5,4.666666666666667,Alto valor
FO8QNFT2YH,2021-03-19 10:56:00,2021-03-19 11:11:00,Comercio detallista,Tecnología,Cali,1,1891000,45000,2,2.0,15,3,2021-05-01,3,5.0,0,3,4,5,4.0,Estándar
FOVRMI1PHP,2021-02-15 14:18:00,2021-02-15 14:54:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,1,642000,90000,3,3.0,3,2,2021-03-01,0,1.5,2,2,1,3,2.0,Estándar
FPXQWSMGNE,2021-03-04 11:22:00,2021-03-04 11:34:00,Transporte,Servicio especial,Cali,1,832000,0,2,2.0,9,2,2021-04-01,0,4.5,1,2,3,4,3.0,Estándar
FQBF8ZOQU2,2021-02-09 15:34:00,2021-02-09 15:45:00,Comercio detallista,Tecnología,Cali,1,788550,0,3,3.0,2,1,2021-02-01,0,2.0,3,2,1,2,1.6666666666666667,Baja actividad
FQIS424CAX,2021-03-25 10:06:00,2021-03-25 10:17:00,Comercio detallista,Materiales de construcción,Melgar,1,194500,151000,2,2.0,2,2,2021-04-01,0,1.0,1,2,1,4,2.3333333333333335,Nuevos o bajo desarrollo
FR7CKPN2AY,2021-03-15 13:16:00,2021-03-15 13:34:00,Comercio detallista,Ropa / Accesorios,Madrid,1,2285000,1236500,2,2.0,19,3,2021-05-01,12,6.333333333333333,0,3,4,5,4.0,Estándar
FRY1NREVPW,2021-02-02 11:13:00,2021-02-02 11:21:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,8230000,1111000,3,3.0,70,4,2021-05-01,14,17.5,0,5,5,5,5.0,Alto valor
FS4EQWAPYF,2021-02-17 13:46:00,2021-02-17 14:00:00,Comercio detallista,Óptica,Bogotá  D.C.,1,3292000,900000,3,3.0,10,4,2021-05-01,2,2.5,0,4,3,5,4.0,Estándar
FSMQVQ959E,2021-02-18 12:28:00,2021-02-18 12:35:00,Comercio detallista,Otro,Bogotá  D.C.,1,37224100,2060000,3,3.0,69,4,2021-05-01,20,17.25,0,5,5,5,5.0,Alto valor
FSYC81RODK,2021-03-09 12:37:00,2021-03-09 13:00:00,Comercio detallista,Óptica,Bogotá  D.C.,1,5452000,150000,2,2.0,16,3,2021-05-01,8,5.333333333333333,0,4,4,5,4.333333333333333,Alto valor
FTEV7CNGZH,2021-03-18 17:15:00,2021-03-18 17:43:00,Transporte,Taxi,Cali,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
FTLLTXDSFC,2021-03-17 11:38:00,2021-03-17 11:49:00,Comercio detallista,Insumos,Bogotá  D.C.,1,1797000,614000,2,2.0,8,3,2021-05-01,1,2.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
FTSS1Y19KR,2021-03-18 14:56:00,,Comercio detallista,Tecnología,Bogotá  D.C.,1,0,0,2,,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
FU0HX0T0MM,2021-02-01 12:08:00,2021-02-01 12:18:00,Comercio detallista,Óptica,Bogotá  D.C.,1,5381000,359000,3,3.0,17,4,2021-05-01,5,4.25,0,4,4,5,4.333333333333333,Alto valor
FUSFJMY7YR,2021-02-01 12:04:00,2021-02-01 12:30:00,Comercio detallista,Óptica,Bogotá  D.C.,1,18145000,940000,3,3.0,64,4,2021-05-01,11,16.0,0,5,5,5,5.0,Alto valor
